order_id,customer_id,status,product_id,product_name,created_at,carrier,tracking_number
ORD202511229045,cust100249,已发货,CLOTH-012,高梵女士羽绒服 中长款,2025-11-22 15:42:15,京东快递,JD0053648273795
ORD202511222012,cust100009,已完成,CLOTH-011,波司登男士羽绒服 短款,2025-11-22 15:53:45,京东快递,JD6315338659086
ORD202511238564,cust100194,已发货,HOME-019,老板 双子星E1 油烟机,2025-11-23 19:08:05,京东快递,JD1505259261007
ORD202511239071,cust100112,待发货,HOME-008,美的 AK7 Pro 油烟机,2025-11-23 23:19:52,京东快递,JD2475563549993
ORD202511246818,cust100183,退款中,DIGI-001,Apple AirPods Pro 2,2025-11-24 12:22:00,京东快递,JD0919027543734
ORD202511246420,cust100273,已完成,CLOTH-014,皮尔卡丹男士加厚羽绒服,2025-11-24 22:46:53,京东快递,JD5712738904805
ORD202511256128,cust100225,已发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-11-25 22:44:20,顺丰快递,SF2869148556403
ORD202511261846,cust100282,已完成,PHONE-016,OPPO Find X8 Ultra,2025-11-26 06:47:42,京东快递,JD4583957023397
ORD202511268043,cust100100,已完成,DIGI-019,华为 Sound X 4,2025-11-26 21:28:17,京东快递,JD8145408223603
ORD202511275819,cust100044,已取消,FOOD-030,元气森林气泡水 白桃味 480ml×15瓶,2025-11-27 19:56:44,None,None
ORD202511286769,cust100204,已发货,CLOTH-025,Nike 运动长裤 束脚裤,2025-11-28 03:06:12,京东快递,JD2698477271912
ORD202511286747,cust100275,已完成,FOOD-008,江西赣南脐橙 10斤装,2025-11-28 22:27:28,京东快递,JD9220087296525
ORD202511296312,cust100146,已发货,PHONE-005,华为 Mate 80,2025-11-29 18:13:00,京东快递,JD1797279340458
ORD202511303328,cust100037,已完成,PC-010,联想小新Pro 14 2025,2025-11-30 12:05:32,京东快递,JD3167404292475
ORD202512015486,cust100080,已完成,DIGI-023,绿联 100W 氮化镓充电器,2025-12-01 16:02:27,京东快递,JD0552751304455
ORD202512011966,cust100230,已发货,PHONE-019,OPPO Reno 13,2025-12-01 23:52:10,京东快递,JD8491745934014
ORD202512026548,cust100246,已发货,PHONE-023,vivo Y500i,2025-12-02 20:51:52,京东快递,JD5959692833299
ORD202512047452,cust100299,已发货,HOME-026,海尔 抗菌舱浴霸,2025-12-04 20:33:13,京东快递,JD8856611861184
ORD202512057808,cust100244,已发货,DIGI-004,索尼 WF-1000XM5,2025-12-05 00:57:21,顺丰快递,SF8346632997475
ORD202512055719,cust100176,已发货,PHONE-007,华为 Pura 80 Pro,2025-12-05 03:15:33,京东快递,JD4972475327181
ORD202512058117,cust100141,已发货,HOME-019,老板 双子星E1 油烟机,2025-12-05 10:57:47,京东快递,JD6133646262612
ORD202512064132,cust100254,已完成,PHONE-017,OPPO Find X8 Pro,2025-12-06 08:40:15,京东快递,JD1086720178143
ORD202512065682,cust100149,已取消,PHONE-027,一加 15,2025-12-06 23:02:42,None,None
ORD202512077862,cust100122,已发货,HOME-003,戴森 HD16 智能吹风机,2025-12-07 18:49:43,京东快递,JD1350869094439
ORD202512078607,cust100053,已完成,DIGI-030,大疆 Osmo Mobile 7 手机云台,2025-12-07 21:55:27,京东快递,JD0402958047516
ORD202512081829,cust100241,已发货,HOME-029,九阳 破壁料理机,2025-12-08 16:18:17,京东快递,JD1397307253397
ORD202512092786,cust100076,已发货,CLOTH-009,PUMA彪马 复古厚底板鞋,2025-12-09 12:01:42,京东快递,JD1874383118509
ORD202512091725,cust100161,待发货,DIGI-021,Bose SoundLink Flex 便携音箱,2025-12-09 16:32:09,京东快递,JD2810568998311
ORD202512101543,cust100048,已发货,CLOTH-002,Nike Zoom Fly 6 跑步鞋,2025-12-10 23:19:02,京东快递,JD3167765753107
ORD202512126596,cust100176,待发货,PC-026,华硕无双 15.6,2025-12-12 02:11:24,京东快递,JD8912541605926
ORD202512147698,cust100274,退款中,PC-028,REDMI Book 16 2025,2025-12-14 21:13:36,京东快递,JD7705186818578
ORD202512159023,cust100153,已完成,FOOD-013,广西左江水牛奶 纯牛奶,2025-12-15 04:35:00,京东快递,JD4852039098872
ORD202512158997,cust100152,已发货,CLOTH-008,斯凯奇摩卡熊 户外徒步鞋,2025-12-15 09:54:25,京东快递,JD8033598523952
ORD202512159092,cust100249,已发货,PC-002,MacBook Air M3 15英寸,2025-12-15 16:10:18,京东快递,JD3798870093194
ORD202512166588,cust100037,已发货,PC-004,MacBook Pro 16 M4 Max,2025-12-16 13:16:16,京东快递,JD4846543349147
ORD202512166635,cust100224,已发货,PHONE-021,vivo X200 Ultra,2025-12-16 19:23:20,京东快递,JD2399818124173
ORD202512188827,cust100005,已取消,FOOD-018,良品铺子猪肉脯 自然片,2025-12-18 11:15:11,None,None
ORD202512184334,cust100298,已发货,DIGI-012,索尼 WH-1000XM5,2025-12-18 15:20:23,京东快递,JD4631326370541
ORD202512188555,cust100138,待付款,FOOD-029,星巴克星冰乐 即饮咖啡 281ml×6瓶,2025-12-18 17:42:25,None,None
ORD202512182859,cust100231,已完成,PC-019,机械革命极光X,2025-12-18 22:14:24,京东快递,JD8436038610763
ORD202512199863,cust100250,已发货,HOME-001,戴森 V15 Detect 吸尘器,2025-12-19 18:49:14,京东快递,JD5948747609978
ORD202512216251,cust100042,已发货,HOME-030,苏泊尔 电压力锅 5L,2025-12-21 16:16:28,京东快递,JD0448663356854
ORD202512218964,cust100251,已发货,PC-020,ROG 枪神8 Plus,2025-12-21 20:45:57,京东快递,JD3528823830983
ORD202512228604,cust100064,待发货,CLOTH-027,北面 户外渔夫帽,2025-12-22 14:40:58,京东快递,JD7704975630381
ORD202512245063,cust100229,待发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-12-24 09:45:36,顺丰快递,SF0275059354453
ORD202512257321,cust100231,已完成,HOME-018,方太 F3 油烟机,2025-12-25 05:55:45,京东快递,JD0220367852921
ORD202512278720,cust100193,已完成,CLOTH-022,李宁运动卫衣 套头衫,2025-12-27 03:33:39,京东快递,JD2801848622848
ORD202512281916,cust100297,已完成,DIGI-005,Bose QuietComfort Ultra 耳塞,2025-12-28 09:38:12,京东快递,JD1045883463407
ORD202512297327,cust100167,待发货,FOOD-007,新疆阿克苏冰糖心苹果 10斤,2025-12-29 06:47:28,京东快递,JD2323276485139
ORD202512297296,cust100131,待付款,CLOTH-020,骆驼纯棉短袖T恤 情侣款,2025-12-29 11:21:32,None,None
ORD202512295802,cust100162,已发货,HOME-008,美的 AK7 Pro 油烟机,2025-12-29 13:08:18,京东快递,JD3224959730569
ORD202512306980,cust100126,已发货,PHONE-011,小米 17,2025-12-30 06:58:12,京东快递,JD4410432464133
ORD202601013474,cust100157,已完成,PHONE-017,OPPO Find X8 Pro,2026-01-01 06:18:29,京东快递,JD1515392737352
ORD202601025619,cust100062,已取消,HOME-024,海尔 纤薄大彩屏管线机,2026-01-02 16:25:59,None,None
ORD202601039383,cust100050,已完成,CLOTH-009,PUMA彪马 复古厚底板鞋,2026-01-03 07:22:52,京东快递,JD3969919052743
ORD202601048883,cust100160,已完成,HOME-009,美的 18套嵌入式洗碗机,2026-01-04 03:51:13,京东快递,JD2172481452532
ORD202601052649,cust100054,已发货,FOOD-023,清远鸡 散养土鸡 整只,2026-01-05 01:27:59,顺丰快递,SF8119552480296
ORD202601067699,cust100086,待付款,FOOD-029,星巴克星冰乐 即饮咖啡 281ml×6瓶,2026-01-06 00:41:15,None,None
ORD202601068303,cust100131,已取消,PC-026,华硕无双 15.6,2026-01-06 12:40:02,None,None
ORD202601078360,cust100179,待付款,DIGI-014,华为 WATCH GT 5,2026-01-07 21:40:58,None,None
ORD202601087723,cust100227,退款中,PC-006,华为 MateBook 14 2025,2026-01-08 12:04:02,京东快递,JD2742327273118
ORD202601082831,cust100129,已完成,FOOD-008,江西赣南脐橙 10斤装,2026-01-08 16:56:00,京东快递,JD0956403125454
ORD202601098421,cust100105,待付款,PHONE-027,一加 15,2026-01-09 03:35:35,None,None
ORD202601096606,cust100224,已发货,FOOD-027,农夫山泉天然水 550ml×24瓶,2026-01-09 09:20:23,京东快递,JD6884917440260
ORD202601099676,cust100142,待发货,DIGI-025,罗技 MX Master 3S 无线鼠标,2026-01-09 23:05:32,京东快递,JD4376729667334
ORD202601101933,cust100081,待发货,HOME-025,海尔 智能晾衣机,2026-01-10 10:02:36,京东快递,JD1262358800159
ORD202601109990,cust100105,已完成,PHONE-014,Redmi K80,2026-01-10 14:41:43,顺丰快递,SF3751914115981
ORD202601122287,cust100091,已取消,DIGI-016,小米 Redmi Watch 5,2026-01-12 17:28:11,None,None
ORD202601134027,cust100008,已完成,PHONE-018,OPPO Reno 16,2026-01-13 08:24:12,京东快递,JD9879504237518
ORD202601143744,cust100189,退款中,DIGI-011,Apple AirPods Max,2026-01-14 16:19:39,京东快递,JD0749129357101
ORD202601159750,cust100241,已完成,HOME-003,戴森 HD16 智能吹风机,2026-01-15 12:08:29,京东快递,JD7759460124773
ORD202601155346,cust100006,已完成,DIGI-020,小米小爱音箱 Pro,2026-01-15 20:04:49,京东快递,JD5197424549677
ORD202601159356,cust100145,待付款,DIGI-025,罗技 MX Master 3S 无线鼠标,2026-01-15 21:18:16,None,None
ORD202601154606,cust100238,待付款,DIGI-001,Apple AirPods Pro 2,2026-01-15 23:22:25,None,None
ORD202601168686,cust100110,退款中,CLOTH-020,骆驼纯棉短袖T恤 情侣款,2026-01-16 21:47:36,京东快递,JD1007560534632
ORD202601171393,cust100068,已完成,PC-009,华为 MateBook X Pro,2026-01-17 08:48:24,京东快递,JD1074555399475
ORD202601173270,cust100119,已发货,HOME-016,海尔 E5Q Pro 75寸电视,2026-01-17 10:39:36,顺丰快递,SF5472231465233
ORD202601174112,cust100171,待发货,HOME-006,美的 4L智能电饭煲 FB40P501,2026-01-17 12:30:22,京东快递,JD4248786649631
ORD202601184925,cust100180,已完成,DIGI-017,小米 Watch S3,2026-01-18 20:57:25,京东快递,JD0118820810275
ORD202601195734,cust100186,已取消,HOME-022,博朗 5系电动剃须刀,2026-01-19 03:02:43,None,None
ORD202601205802,cust100112,已取消,PC-005,MacBook Neo,2026-01-20 14:16:46,None,None
ORD202601208812,cust100086,已完成,PC-009,华为 MateBook X Pro,2026-01-20 16:22:35,顺丰快递,SF1517116609286
ORD202601208656,cust100076,已完成,DIGI-016,小米 Redmi Watch 5,2026-01-20 18:34:06,京东快递,JD5233639810209
ORD202601201189,cust100199,已完成,PHONE-007,华为 Pura 80 Pro,2026-01-20 22:42:37,京东快递,JD0428146786235
ORD202601211541,cust100288,已完成,DIGI-016,小米 Redmi Watch 5,2026-01-21 07:35:27,京东快递,JD4966294362384
ORD202601225416,cust100289,已发货,FOOD-003,四川攀枝花凯特芒果 9斤,2026-01-22 00:17:51,京东快递,JD8426524031649
ORD202601236593,cust100048,待付款,PHONE-005,华为 Mate 80,2026-01-23 19:48:13,None,None
ORD202601249300,cust100005,已完成,CLOTH-010,New Balance 574 复古跑鞋,2026-01-24 23:15:51,京东快递,JD5471409440762
ORD202601256961,cust100187,已完成,DIGI-013,Apple Watch Series 10,2026-01-25 10:14:15,京东快递,JD7032941279994
ORD202601264137,cust100270,已发货,PC-022,戴尔灵越16 Plus,2026-01-26 06:04:17,京东快递,JD8758788310438
ORD202601263110,cust100084,已完成,HOME-023,海尔 除螨仪 紫外线杀菌,2026-01-26 16:56:20,京东快递,JD2097716456221
ORD202601279027,cust100196,已取消,HOME-020,华帝 小飞碟S36M 油烟机,2026-01-27 03:46:10,None,None
ORD202601279045,cust100185,已发货,DIGI-024,倍思 磁吸无线充电宝 10000mAh,2026-01-27 03:59:01,京东快递,JD7296083976901
ORD202601274192,cust100047,已完成,HOME-022,博朗 5系电动剃须刀,2026-01-27 06:37:15,京东快递,JD8456424654382
ORD202601275185,cust100197,待付款,PC-026,华硕无双 15.6,2026-01-27 15:35:55,None,None
ORD202601285804,cust100019,已完成,HOME-015,海尔 WM31 电热水器,2026-01-28 00:22:06,京东快递,JD0395904316459
ORD202601287021,cust100046,已发货,PC-005,MacBook Neo,2026-01-28 10:37:07,京东快递,JD2451377922255
ORD202601295005,cust100280,已发货,HOME-015,海尔 WM31 电热水器,2026-01-29 21:14:38,京东快递,JD8588263279844
ORD202601308280,cust100013,已取消,PC-002,MacBook Air M3 15英寸,2026-01-30 04:32:43,None,None
ORD202601317516,cust100213,已发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2026-01-31 00:22:38,京东快递,JD2734566432111
ORD202601314536,cust100267,已发货,PHONE-007,华为 Pura 80 Pro,2026-01-31 21:17:55,顺丰快递,SF0158847251304
ORD202602011009,cust100232,已完成,CLOTH-008,斯凯奇摩卡熊 户外徒步鞋,2026-02-01 18:39:16,京东快递,JD3940976013234
ORD202602012077,cust100236,已完成,CLOTH-006,骆驼疾风运动鞋 男款,2026-02-01 22:39:46,京东快递,JD1336006167147
ORD202602027387,cust100102,待发货,CLOTH-017,伯希和冲锋衣裤套装,2026-02-02 12:00:21,顺丰快递,SF7298324726962
ORD202602039976,cust100195,待付款,PC-004,MacBook Pro 16 M4 Max,2026-02-03 23:53:36,None,None
ORD202602048859,cust100140,待发货,DIGI-015,华为 WATCH GT 5 Pro,2026-02-04 05:02:40,京东快递,JD8414748830497
ORD202602053801,cust100296,待付款,DIGI-024,倍思 磁吸无线充电宝 10000mAh,2026-02-05 06:43:28,None,None
ORD202602058903,cust100279,已发货,HOME-021,飞利浦 Sonicare 电动牙刷,2026-02-05 16:51:09,京东快递,JD0516888910436
ORD202602053260,cust100114,已发货,CLOTH-021,优衣库UT联名款T恤,2026-02-05 23:19:53,京东快递,JD8739407538961
ORD202602051585,cust100045,已发货,PHONE-005,华为 Mate 80,2026-02-05 23:56:20,京东快递,JD3073317118192
ORD202602068296,cust100143,已完成,PC-013,联想ThinkPad X1 Carbon 2025,2026-02-06 11:44:58,京东快递,JD9653146089062
ORD202602066095,cust100274,已发货,PHONE-023,vivo Y500i,2026-02-06 12:14:00,京东快递,JD8999771915352
ORD202602065392,cust100193,已发货,PC-015,联想拯救者 Y7000P 2025,2026-02-06 13:49:03,京东快递,JD3462702873846
ORD202602077558,cust100145,退款中,PC-011,联想小新 16 2025,2026-02-07 00:42:20,京东快递,JD0370811407466
ORD202602075654,cust100119,待发货,DIGI-023,绿联 100W 氮化镓充电器,2026-02-07 01:37:09,京东快递,JD1803864755839
ORD202602074398,cust100200,待付款,PHONE-014,Redmi K80,2026-02-07 10:27:28,None,None
ORD202602084323,cust100049,已发货,HOME-026,海尔 抗菌舱浴霸,2026-02-08 08:43:05,京东快递,JD3221980639378
ORD202602096496,cust100209,已发货,FOOD-007,新疆阿克苏冰糖心苹果 10斤,2026-02-09 18:40:32,京东快递,JD3084595068227
ORD202602102728,cust100001,待发货,PC-016,联想拯救者 R9000P 2025 AI元启,2026-02-10 00:06:08,京东快递,JD3235709816433
ORD202602115839,cust100174,待发货,PC-009,华为 MateBook X Pro,2026-02-11 03:43:26,顺丰快递,SF2967254824453
ORD202602119346,cust100101,待付款,PC-023,戴尔G15 游戏本,2026-02-11 18:49:39,None,None
ORD202602127841,cust100118,退款中,DIGI-004,索尼 WF-1000XM5,2026-02-12 23:48:04,京东快递,JD7219851696388
ORD202602132531,cust100103,已发货,CLOTH-013,鸭鸭男士轻薄羽绒服,2026-02-13 21:52:10,京东快递,JD8474682176634
ORD202602141898,cust100135,已完成,CLOTH-030,森马 双肩背包 学生书包,2026-02-14 03:10:17,京东快递,JD3664045614854
ORD202602149140,cust100127,已完成,FOOD-028,可口可乐 330ml×24罐 整箱,2026-02-14 03:37:38,京东快递,JD8951072211186
ORD202602149733,cust100138,已完成,FOOD-004,广东妃子笑荔枝 5斤装,2026-02-14 19:46:37,京东快递,JD3814443818612
ORD202602154613,cust100026,已发货,CLOTH-030,森马 双肩背包 学生书包,2026-02-15 05:35:16,京东快递,JD4178481564239
ORD202602156285,cust100140,待发货,PC-021,戴尔XPS 13 Plus,2026-02-15 06:51:25,顺丰快递,SF1625611502850
ORD202602154372,cust100289,已完成,PC-005,MacBook Neo,2026-02-15 09:42:19,京东快递,JD3504803713291
ORD202602159053,cust100168,已完成,CLOTH-013,鸭鸭男士轻薄羽绒服,2026-02-15 12:49:06,京东快递,JD1740500582259
ORD202602169358,cust100157,待付款,HOME-008,美的 AK7 Pro 油烟机,2026-02-16 01:35:59,None,None
ORD202602183159,cust100206,退款中,FOOD-002,泰国火山金枕榴莲 B级 5斤,2026-02-18 00:09:00,京东快递,JD6942473522919
ORD202602183396,cust100084,已取消,DIGI-015,华为 WATCH GT 5 Pro,2026-02-18 20:06:31,None,None
ORD202602198878,cust100035,已完成,PHONE-024,荣耀 Magic 7 Pro,2026-02-19 06:06:59,京东快递,JD5609796760187
ORD202602207416,cust100181,已完成,FOOD-023,清远鸡 散养土鸡 整只,2026-02-20 19:25:41,京东快递,JD9487444685458
ORD202602211620,cust100013,已取消,FOOD-019,百草味芒果干 120g,2026-02-21 02:40:16,None,None
ORD202602228848,cust100036,已发货,PHONE-029,三星 Galaxy Z Fold8,2026-02-22 08:05:33,京东快递,JD4930448388563
ORD202602235285,cust100183,已发货,HOME-025,海尔 智能晾衣机,2026-02-23 20:43:42,京东快递,JD0242053433168
ORD202602259259,cust100144,已完成,FOOD-006,红心芭乐番石榴 5斤,2026-02-25 04:59:34,京东快递,JD5460304638719
ORD202602257223,cust100040,已发货,DIGI-012,索尼 WH-1000XM5,2026-02-25 06:48:00,京东快递,JD3103188878039
ORD202602256066,cust100033,已完成,HOME-004,戴森 HD15 吹风机,2026-02-25 16:10:58,京东快递,JD5373294334766
ORD202602264998,cust100033,已发货,PHONE-017,OPPO Find X8 Pro,2026-02-26 09:57:38,京东快递,JD6314036825771
ORD202602271499,cust100284,待付款,PHONE-024,荣耀 Magic 7 Pro,2026-02-27 03:09:22,None,None
ORD202602271833,cust100196,已发货,PC-014,联想ThinkPad X1 Nano,2026-02-27 04:45:58,京东快递,JD9562796559561
ORD202602275442,cust100103,已完成,PC-023,戴尔G15 游戏本,2026-02-27 23:38:48,京东快递,JD3886404040107
ORD202602273881,cust100129,退款中,PHONE-014,Redmi K80,2026-02-27 23:53:01,京东快递,JD4458911348966
ORD202603017710,cust100085,待付款,PC-018,华硕天选5 Pro,2026-03-01 01:39:07,None,None
ORD202603017641,cust100093,已完成,PHONE-015,Redmi Note 17 Pro,2026-03-01 07:47:25,京东快递,JD8610697105231
ORD202603012364,cust100122,已发货,CLOTH-010,New Balance 574 复古跑鞋,2026-03-01 15:08:06,京东快递,JD8480190445667
ORD202603026529,cust100216,待发货,DIGI-014,华为 WATCH GT 5,2026-03-02 03:11:03,京东快递,JD2257888682844
ORD202603027613,cust100019,退款中,FOOD-030,元气森林气泡水 白桃味 480ml×15瓶,2026-03-02 06:25:33,京东快递,JD3466331123321
ORD202603031786,cust100229,退款中,FOOD-019,百草味芒果干 120g,2026-03-03 06:28:15,京东快递,JD0949684415049
ORD202603036451,cust100043,已取消,FOOD-018,良品铺子猪肉脯 自然片,2026-03-03 10:59:27,None,None
ORD202603031944,cust100117,已取消,PC-029,荣耀MagicBook 14 锐龙版,2026-03-03 12:31:31,None,None
ORD202603033293,cust100206,待付款,HOME-012,海尔 天悦10公斤V转子洗衣机,2026-03-03 20:14:08,None,None
ORD202603065569,cust100242,已发货,CLOTH-002,Nike Zoom Fly 6 跑步鞋,2026-03-06 05:06:38,顺丰快递,SF8939929255724
ORD202603094371,cust100154,已发货,PHONE-023,vivo Y500i,2026-03-09 10:35:15,京东快递,JD7345645645611
ORD202603097875,cust100042,待发货,PC-014,联想ThinkPad X1 Nano,2026-03-09 19:33:43,京东快递,JD9815947710706
ORD202603108776,cust100194,已发货,PHONE-018,OPPO Reno 16,2026-03-10 05:17:16,京东快递,JD7276564149234
ORD202603103042,cust100161,待付款,FOOD-008,江西赣南脐橙 10斤装,2026-03-10 14:22:09,None,None
ORD202603106525,cust100217,已发货,DIGI-016,小米 Redmi Watch 5,2026-03-10 18:26:58,京东快递,JD7957352416135
ORD202603114743,cust100017,已完成,PHONE-018,OPPO Reno 16,2026-03-11 10:10:22,京东快递,JD3840687664137
ORD202603119518,cust100233,已发货,FOOD-013,广西左江水牛奶 纯牛奶,2026-03-11 17:37:00,京东快递,JD4054181697641
ORD202603126009,cust100065,已发货,PC-028,REDMI Book 16 2025,2026-03-12 00:41:36,京东快递,JD7486237724910
ORD202603121441,cust100215,待发货,DIGI-014,华为 WATCH GT 5,2026-03-12 23:05:26,京东快递,JD6301177484005
ORD202603153917,cust100078,退款中,PC-025,华硕a豆14 Pro,2026-03-15 00:15:58,京东快递,JD6836092138880
ORD202603162516,cust100133,已完成,PHONE-030,三星 Galaxy S25 Ultra,2026-03-16 00:18:54,京东快递,JD5907318673679
ORD202603164300,cust100167,已完成,FOOD-008,江西赣南脐橙 10斤装,2026-03-16 09:40:07,顺丰快递,SF8112304977060
ORD202603179180,cust100106,已完成,FOOD-006,红心芭乐番石榴 5斤,2026-03-17 10:16:45,京东快递,JD5977674688519
ORD202603189421,cust100008,已完成,PC-026,华硕无双 15.6,2026-03-18 04:14:15,京东快递,JD6669180056231
ORD202603181365,cust100266,已发货,DIGI-018,三星 Galaxy Watch Ultra 2,2026-03-18 10:25:59,京东快递,JD0496743648458
ORD202603188100,cust100292,已完成,PHONE-025,荣耀 Magic V6 折叠屏,2026-03-18 13:15:31,京东快递,JD1919567825541
ORD202603185312,cust100282,待付款,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2026-03-18 22:28:52,None,None
ORD202603203104,cust100039,已发货,PHONE-010,华为畅享 90 Pro Max,2026-03-20 10:46:08,顺丰快递,SF5993266370724
ORD202603202624,cust100165,已发货,PHONE-025,荣耀 Magic V6 折叠屏,2026-03-20 18:37:43,京东快递,JD5389413054638
ORD202603217062,cust100211,已完成,PC-015,联想拯救者 Y7000P 2025,2026-03-21 22:32:30,京东快递,JD5128479382174
ORD202603228989,cust100034,已发货,PHONE-013,小米 17 Ultra,2026-03-22 18:22:44,京东快递,JD4275994943776
ORD202603228597,cust100166,待发货,HOME-027,美的 空气净化器,2026-03-22 19:27:03,京东快递,JD3661852702207
ORD202603239598,cust100275,已发货,FOOD-012,圣牧儿童纯牛奶 益生元配方,2026-03-23 05:25:26,京东快递,JD0851210684249
ORD202603236277,cust100281,已完成,HOME-026,海尔 抗菌舱浴霸,2026-03-23 14:04:02,京东快递,JD7956236464582
ORD202603239656,cust100200,已完成,CLOTH-015,PUMA彪马长款羽绒服,2026-03-23 15:49:41,顺丰快递,SF0545377858626
ORD202603246031,cust100028,已完成,CLOTH-024,优衣库 弹力修身牛仔裤,2026-03-24 08:22:22,京东快递,JD8014736050408
ORD202603244217,cust100105,已完成,FOOD-020,卫龙辣条大礼包,2026-03-24 12:24:32,京东快递,JD7586998272313
ORD202603257154,cust100060,已完成,PC-013,联想ThinkPad X1 Carbon 2025,2026-03-25 14:56:09,顺丰快递,SF3612878464977
ORD202603264995,cust100273,已发货,DIGI-013,Apple Watch Series 10,2026-03-26 12:32:13,顺丰快递,SF2245588631566
ORD202603276300,cust100191,已完成,PHONE-001,iPhone 17 Pro Max,2026-03-27 00:15:28,京东快递,JD0279870515297
ORD202603279939,cust100190,已完成,PC-030,宏碁非凡Go Pro,2026-03-27 01:55:25,京东快递,JD1706412866560
ORD202603275335,cust100009,已发货,HOME-009,美的 18套嵌入式洗碗机,2026-03-27 06:23:48,京东快递,JD3810180910080
ORD202603276533,cust100227,退款中,PHONE-028,iQOO 15,2026-03-27 06:25:12,顺丰快递,SF5524299902942
ORD202603282036,cust100269,已完成,DIGI-026,罗技 MX Keys S 无线键盘,2026-03-28 21:41:05,顺丰快递,SF3113341979230
ORD202603294345,cust100169,已发货,PHONE-025,荣耀 Magic V6 折叠屏,2026-03-29 20:25:12,京东快递,JD7080860207450
ORD202603304760,cust100039,已完成,PC-013,联想ThinkPad X1 Carbon 2025,2026-03-30 05:21:10,京东快递,JD9960887725647
ORD202603301927,cust100043,已发货,PHONE-008,华为 Pura 80 Ultra,2026-03-30 10:09:10,顺丰快递,SF2114268654996
ORD202603306720,cust100225,已发货,PC-006,华为 MateBook 14 2025,2026-03-30 10:43:38,京东快递,JD1954520523567
ORD202603301227,cust100025,已完成,DIGI-011,Apple AirPods Max,2026-03-30 15:26:12,京东快递,JD1241767499118
ORD202603301046,cust100147,待付款,CLOTH-014,皮尔卡丹男士加厚羽绒服,2026-03-30 17:01:29,None,None
ORD202603312447,cust100008,已完成,DIGI-026,罗技 MX Keys S 无线键盘,2026-03-31 20:33:01,京东快递,JD1135691284757
ORD202603317424,cust100062,已取消,FOOD-011,新希望雪兰高原牧场纯牛奶 整箱,2026-03-31 20:40:31,None,None
ORD202604015898,cust100297,已完成,DIGI-002,Apple AirPods Pro 3,2026-04-01 14:00:34,京东快递,JD4375854007126
ORD202604027072,cust100285,已发货,DIGI-029,Kindle Paperwhite 电子书阅读器,2026-04-02 14:14:05,京东快递,JD4018325442231
ORD202604024422,cust100233,已取消,CLOTH-019,海澜之家男士纯棉T恤,2026-04-02 17:48:58,None,None
ORD202604022836,cust100159,已发货,CLOTH-014,皮尔卡丹男士加厚羽绒服,2026-04-02 19:17:27,京东快递,JD1198215907983
ORD202604022948,cust100229,已完成,PHONE-018,OPPO Reno 16,2026-04-02 21:51:47,京东快递,JD7274190042721
ORD202604036832,cust100025,已完成,CLOTH-006,骆驼疾风运动鞋 男款,2026-04-03 03:12:20,京东快递,JD1178303767296
ORD202604038381,cust100258,已发货,PHONE-019,OPPO Reno 13,2026-04-03 17:00:41,京东快递,JD6414130201191
ORD202604033148,cust100119,已完成,DIGI-026,罗技 MX Keys S 无线键盘,2026-04-03 18:58:02,京东快递,JD3365459550627
ORD202604048295,cust100264,已取消,CLOTH-010,New Balance 574 复古跑鞋,2026-04-04 07:59:31,None,None
ORD202604041493,cust100000,待付款,DIGI-005,Bose QuietComfort Ultra 耳塞,2026-04-04 12:50:17,None,None
ORD202604044188,cust100094,已完成,CLOTH-013,鸭鸭男士轻薄羽绒服,2026-04-04 17:36:16,京东快递,JD6656043711233
ORD202604056138,cust100016,已发货,PC-025,华硕a豆14 Pro,2026-04-05 19:58:50,京东快递,JD8376646633198
ORD202604069505,cust100032,已发货,HOME-008,美的 AK7 Pro 油烟机,2026-04-06 19:54:08,京东快递,JD4921171645418
ORD202604067556,cust100152,已发货,PC-012,联想ThinkBook 14+,2026-04-06 20:39:22,京东快递,JD4980076827845
ORD202604085808,cust100110,待发货,DIGI-022,Anker 安克 20000mAh 充电宝,2026-04-08 07:45:48,京东快递,JD5340731678023
ORD202604088875,cust100092,待发货,PHONE-024,荣耀 Magic 7 Pro,2026-04-08 20:33:18,京东快递,JD4898224694688
ORD202604092937,cust100112,待发货,DIGI-029,Kindle Paperwhite 电子书阅读器,2026-04-09 06:38:17,顺丰快递,SF2761269267010
ORD202604106349,cust100100,已取消,FOOD-015,养味牛奶饮品 草莓味 整箱,2026-04-10 00:16:27,None,None
ORD202604107006,cust100279,已发货,HOME-016,海尔 E5Q Pro 75寸电视,2026-04-10 09:58:43,京东快递,JD5488266289035
ORD202604104795,cust100121,退款中,CLOTH-007,骆驼山海运动鞋 女款,2026-04-10 15:55:33,京东快递,JD0074360231870
ORD202604119620,cust100260,已发货,DIGI-024,倍思 磁吸无线充电宝 10000mAh,2026-04-11 00:45:25,京东快递,JD6498435795622
ORD202604113555,cust100276,退款中,CLOTH-023,Levi's 501 经典牛仔裤,2026-04-11 21:43:36,顺丰快递,SF1577588936973
ORD202604127339,cust100273,已取消,PHONE-009,华为 nova 16,2026-04-12 12:58:45,None,None
