product_id,name,category,price,stock,description,specification
CLOTH-026,New Era 9FORTY 棒球帽,服装鞋帽,299.0,534,经典NY/LA刺绣，可调节棒球帽，遮阳防晒潮流单品,"{""颜色"": ""黑色"", ""尺码"": ""可调节"", ""品牌"": ""New Era"", ""款式"": ""弯檐棒球帽""}"
PHONE-012,小米 17 Pro,手机,4999.0,129,骁龙8至尊版，徕卡全焦段影像，超声波指纹，全能旗舰,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""6.78英寸OLED"", ""存储"": ""12+256GB"", ""特色"": ""超声波指纹""}"
PC-007,华为 MateBook GT 14,电脑,7499.0,393,酷睿Ultra处理器，高性能轻薄本，2.8K高刷屏，游戏办公两不误,"{""处理器"": ""酷睿Ultra 5 125H"", ""内存"": ""16GB"", ""存储"": ""1TB SSD"", ""屏幕"": ""14英寸2.8K 120Hz"", ""显卡"": ""RTX 4060""}"
DIGI-006,华为 FreeBuds Pro 4,数码,1299.0,234,鸿蒙生态无缝连接，主动降噪，高解析音质，旗舰降噪耳机,"{""颜色"": ""流光金"", ""连接方式"": ""蓝牙5.4"", ""续航"": ""7.5小时"", ""特色"": ""鸿蒙互联""}"
FOOD-018,良品铺子猪肉脯 自然片,食品生鲜,32.9,781,精选猪后腿肉，炭烤风味，越嚼越香，追剧必备,"{""规格"": ""200g"", ""口味"": ""原味/蜜汁"", ""原料"": ""猪后腿肉"", ""工艺"": ""炭烤""}"
HOME-019,老板 双子星E1 油烟机,家用电器,2100.0,937,双腔双吸，大吸力免拆洗，老板经典款油烟机,"{""排风量"": ""22m³/min"", ""风压"": ""460Pa"", ""特色"": ""双腔双吸"", ""清洗"": ""免拆洗""}"
FOOD-026,三全速冻水饺 猪肉白菜 1kg,食品生鲜,29.9,694,皮薄馅大，速冻锁鲜，方便速食，早餐夜宵都合适,"{""规格"": ""1kg约50只"", ""口味"": ""猪肉白菜"", ""品牌"": ""三全"", ""保存"": ""冷冻""}"
HOME-009,美的 18套嵌入式洗碗机,家用电器,6704.0,540,18套大容量嵌入式，热风烘干，智能油污感应，一级水效,"{""容量"": ""18套"", ""安装方式"": ""嵌入式"", ""烘干"": ""热风烘干"", ""水效等级"": ""一级""}"
HOME-002,戴森 V12 Detect Slim Fluffy,家用电器,3399.0,592,轻量无线吸尘器，大吸力除螨，家用清洁神器,"{""颜色"": ""紫镍色"", ""续航"": ""50分钟"", ""重量"": ""1.5kg"", ""特色"": ""轻量设计""}"
DIGI-023,绿联 100W 氮化镓充电器,数码,149.0,508,100W大功率，四口同时充，氮化镓黑科技，体积小发热低,"{""功率"": ""100W"", ""接口"": ""USB-C×3+USB-A×1"", ""协议"": ""PD3.0/QC4+"", ""体积"": ""小巧便携""}"
PHONE-018,OPPO Reno 16,手机,2799.0,142,超美小直屏，人像光影引擎，轻薄颜值，潮流年轻人首选,"{""处理器"": ""天玑8350"", ""屏幕"": ""6.59英寸直屏"", ""重量"": ""174g"", ""特色"": ""人像拍照""}"
HOME-011,海尔 云溪503升多门冰箱,家用电器,8999.0,990,全空间保鲜，智控双系统，EPP超净系统，高端法式多门,"{""容量"": ""503L"", ""制冷方式"": ""风冷无霜"", ""系统"": ""双系统"", ""特色"": ""全空间保鲜""}"
FOOD-023,清远鸡 散养土鸡 整只,食品生鲜,69.0,305,散养走地鸡，皮脆肉嫩，白切鸡煲汤都好吃,"{""规格"": ""约1.2kg/只"", ""品种"": ""清远鸡"", ""养殖方式"": ""散养"", ""保存"": ""冷鲜""}"
PHONE-010,华为畅享 90 Pro Max,手机,1999.0,130,麒麟8000芯片，6.84英寸大屏，大电池长续航，千元旗舰,"{""处理器"": ""麒麟8000"", ""屏幕"": ""6.84英寸1.5K"", ""电池"": ""7000mAh"", ""系统"": ""HarmonyOS 6.0""}"
FOOD-029,星巴克星冰乐 即饮咖啡 281ml×6瓶,食品生鲜,79.0,212,星巴克同款风味，即饮瓶装咖啡，摩卡原味混合,"{""规格"": ""281ml×6瓶"", ""口味"": ""混合口味"", ""品牌"": ""星巴克"", ""类型"": ""即饮咖啡""}"
PHONE-027,一加 15,手机,3599.0,230,第五代骁龙8至尊版，165Hz超高刷屏，7300mAh电池，性能Ultra标杆,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""165Hz高刷"", ""电池"": ""7300mAh"", ""定位"": ""性能旗舰""}"
CLOTH-005,李宁 䨻科技 跑步鞋,服装鞋帽,599.0,927,䨻科技中底，轻弹缓震，专业马拉松训练，国潮精品,"{""颜色"": ""黑色"", ""尺码"": ""42"", ""中底"": ""䨻科技"", ""鞋面"": ""MONO纱""}"
PHONE-022,vivo X200 Pro,手机,4999.0,977,蔡司影像，天玑9400，蓝海电池，全能旗舰手机,"{""处理器"": ""天玑9400"", ""屏幕"": ""6.78英寸OLED"", ""存储"": ""12+256GB"", ""电池"": ""5800mAh""}"
DIGI-001,Apple AirPods Pro 2,数码,1799.0,729,主动降噪，自适应透明模式，个性化空间音频，USB-C充电,"{""颜色"": ""白色"", ""连接方式"": ""蓝牙5.3"", ""续航"": ""6小时(ANC开启)"", ""充电接口"": ""USB-C""}"
CLOTH-004,安踏 创3.0 跑步鞋,服装鞋帽,399.0,753,氮科技中底，专业缓震跑鞋，国货之光性价比高,"{""颜色"": ""白蓝"", ""尺码"": ""42"", ""中底"": ""氮科技"", ""重量"": ""260g""}"
HOME-029,九阳 破壁料理机,家用电器,499.0,257,高速破壁，加热免滤，多功能豆浆机榨汁机辅食机,"{""功率"": ""1200W"", ""容量"": ""1.75L"", ""特色"": ""加热破壁"", ""刀头"": ""8叶精钢刀""}"
CLOTH-008,斯凯奇摩卡熊 户外徒步鞋,服装鞋帽,699.0,749,莫兰迪配色老爹鞋，熊猫鞋厚底增高，休闲百搭,"{""颜色"": ""摩卡棕"", ""尺码"": ""37"", ""风格"": ""老爹鞋"", ""特色"": ""厚底增高""}"
FOOD-015,养味牛奶饮品 草莓味 整箱,食品生鲜,39.9,16,果味牛奶，香甜可口，童年味道，小朋友最爱,"{""规格"": ""220g×12瓶"", ""口味"": ""草莓味"", ""类型"": ""调制乳"", ""适用"": ""儿童青少年""}"
PC-006,华为 MateBook 14 2025,电脑,5499.0,319,酷睿Ultra处理器，2.8K OLED触控屏，多屏协同，全能轻薄本,"{""处理器"": ""酷睿Ultra 5 125H"", ""内存"": ""16GB"", ""存储"": ""1TB SSD"", ""屏幕"": ""14英寸2.8K OLED"", ""特色"": ""多屏协同""}"
CLOTH-018,The North Face 北面 1996羽绒服,服装鞋帽,2399.0,791,经典款700蓬鹅绒，保暖轻便，户外潮牌必备,"{""颜色"": ""黑色"", ""尺码"": ""M"", ""蓬松度"": ""700蓬"", ""填充物"": ""鹅绒""}"
HOME-012,海尔 天悦10公斤V转子洗衣机,家用电器,6999.0,218,精华洗技术，智能投放，WiFi智控，除菌螨滚筒洗衣机,"{""容量"": ""10kg"", ""电机"": ""V转子直驱"", ""特色"": ""精华洗"", ""除菌"": ""UV紫外线""}"
HOME-016,海尔 E5Q Pro 75寸电视,家用电器,3193.0,283,4K超高清，MEMC运动补偿，远场语音，智能网络电视,"{""尺寸"": ""75英寸"", ""分辨率"": ""4K"", ""特色"": ""MEMC防抖"", ""语音"": ""远场语音""}"
HOME-020,华帝 小飞碟S36M 油烟机,家用电器,3600.0,342,超薄飞碟设计，顶侧双吸，大吸力高颜值,"{""排风量"": ""26m³/min"", ""风压"": ""1000Pa"", ""特色"": ""超薄顶侧双吸"", ""设计"": ""飞碟造型""}"
PC-025,华硕a豆14 Pro,电脑,4699.0,697,高颜值轻薄本，2.5K高色域屏，学生女生首选,"{""处理器"": ""i5-13500H"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""14英寸2.5K"", ""重量"": ""1.4kg""}"
CLOTH-030,森马 双肩背包 学生书包,服装鞋帽,159.0,895,大容量多功能，电脑隔层，学生书包通勤背包,"{""颜色"": ""黑色"", ""容量"": ""25L"", ""材质"": ""牛津布"", ""特色"": ""电脑隔层""}"
DIGI-028,闪迪 1TB Ultra 高速U盘,数码,129.0,102,USB 3.2高速传输，150MB/s读取，金属外壳，商务办公必备,"{""容量"": ""1TB"", ""读取速度"": ""150MB/s"", ""接口"": ""USB 3.2 Type-A"", ""材质"": ""金属""}"
CLOTH-025,Nike 运动长裤 束脚裤,服装鞋帽,399.0,710,针织面料舒适透气，束脚设计，运动休闲百搭,"{""颜色"": ""黑色"", ""尺码"": ""L"", ""材质"": ""针织棉"", ""款式"": ""束脚裤""}"
CLOTH-017,伯希和冲锋衣裤套装,服装鞋帽,599.0,808,专业户外冲锋衣，防风防水透气，登山徒步必备,"{""颜色"": ""黑色"", ""尺码"": ""L"", ""防水等级"": ""10000mm"", ""特色"": ""三合一""}"
PC-014,联想ThinkPad X1 Nano,电脑,10999.0,710,907g超轻机身，碳纤维材质，极致便携商务本,"{""处理器"": ""酷睿Ultra 5 125H"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""13英寸2K"", ""重量"": ""907g""}"
HOME-003,戴森 HD16 智能吹风机,家用电器,2999.0,607,按距离自动调温，恒温呵护头皮，负离子快速干发,"{""颜色"": ""落日玫瑰"", ""功率"": ""1600W"", ""特色"": ""智能温控"", ""负离子"": ""是""}"
FOOD-021,山东黄牛原切牛腿肉 2斤,食品生鲜,89.0,724,品质黄牛，原切不注水，肉质紧实细嫩，适合清炒炖煮,"{""规格"": ""1000g"", ""部位"": ""牛腿肉"", ""工艺"": ""原切"", ""保存"": ""冷冻""}"
FOOD-006,红心芭乐番石榴 5斤,食品生鲜,26.8,604,软甜奶油胭脂红芭乐，树熟大果，果香浓郁,"{""产地"": ""福建"", ""规格"": ""5斤装"", ""品种"": ""红心芭乐"", ""口感"": ""软甜""}"
PHONE-013,小米 17 Ultra,手机,5999.0,535,徕卡专业影像系统，硅碳负极电池，超大底主摄，影像机皇,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""6.82英寸OLED"", ""主摄"": ""1英寸大底"", ""电池"": ""5500mAh""}"
CLOTH-016,FILA FUSION斐乐情侣长款羽绒服,服装鞋帽,1519.0,939,2025冬季新款宽松休闲外套，潮牌情侣款，时尚保暖,"{""颜色"": ""黑色"", ""尺码"": ""M/L"", ""含绒量"": ""85%鸭绒"", ""品牌"": ""FILA FUSION""}"
DIGI-021,Bose SoundLink Flex 便携音箱,数码,1199.0,594,便携防水设计，PositionIQ技术自动调音，户外露营必备,"{""颜色"": ""黑色"", ""续航"": ""12小时"", ""防水等级"": ""IP67"", ""特色"": ""便携防水""}"
DIGI-022,Anker 安克 20000mAh 充电宝,数码,199.0,201,20000mAh大容量，22.5W快充，双向快充，可上飞机,"{""容量"": ""20000mAh"", ""最大输出"": ""22.5W"", ""接口"": ""USB-C×2+USB-A"", ""重量"": ""360g""}"
PHONE-026,荣耀 X80 Pro Max,手机,1799.0,820,千元巨屏，超长续航，大屏追剧神器，性价比之选,"{""处理器"": ""骁龙6 Gen1"", ""屏幕"": ""6.95英寸"", ""电池"": ""6000mAh"", ""存储"": ""8+256GB""}"
HOME-018,方太 F3 油烟机,家用电器,1900.0,353,侧吸式大吸力，智能挥手，低噪音，厨房高端之选,"{""排风量"": ""24m³/min"", ""风压"": ""500Pa"", ""控制"": ""挥手智控"", ""噪音"": ""低噪设计""}"
HOME-022,博朗 5系电动剃须刀,家用电器,599.0,683,德国精工浮动刀头，干湿两用，全身水洗，男士必备,"{""刀头"": ""三刀头浮动"", ""续航"": ""50分钟"", ""防水"": ""全身水洗"", ""充电"": ""1小时快充""}"
PC-012,联想ThinkBook 14+,电脑,5699.0,684,酷睿标压处理器，2.8K高刷屏，接口丰富，商务全能本,"{""处理器"": ""i5-13500H"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""14英寸2.8K 90Hz"", ""定位"": ""商务轻薄""}"
PHONE-024,荣耀 Magic 7 Pro,手机,4499.0,240,硅碳负极电池，骁龙8至尊版，鹰眼相机，荣耀旗舰,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""6.8英寸OLED"", ""电池"": ""5850mAh"", ""特色"": ""硅碳电池""}"
FOOD-003,四川攀枝花凯特芒果 9斤,食品生鲜,29.99,194,大青皮大果，个大味甜，新鲜当季现摘，香甜多汁,"{""产地"": ""四川攀枝花"", ""规格"": ""9斤装"", ""单果重"": ""400g+"", ""品种"": ""凯特芒""}"
PC-022,戴尔灵越16 Plus,电脑,8099.0,404,16英寸3K屏，创作者笔记本，高性能轻薄创作本,"{""处理器"": ""i7-13620H"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""显卡"": ""RTX 4050"", ""屏幕"": ""16英寸3K""}"
PHONE-023,vivo Y500i,手机,1299.0,372,大电池长续航，轻薄机身，入门首选，长辈备用机,"{""处理器"": ""骁龙6 Gen1"", ""屏幕"": ""6.56英寸"", ""电池"": ""5000mAh"", ""存储"": ""8+256GB""}"
DIGI-013,Apple Watch Series 10,数码,2999.0,959,更薄机身，更大屏幕，健康监测全面升级，苹果生态必备,"{""表盘尺寸"": ""46mm"", ""防水"": ""50米"", ""续航"": ""18小时"", ""系统"": ""watchOS 12""}"
PC-003,MacBook Pro 14 M4 Pro,电脑,14999.0,472,M4 Pro芯片，Liquid Retina XDR屏，专业创作性能怪兽,"{""处理器"": ""Apple M4 Pro"", ""内存"": ""18GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""14.2英寸XDR"", ""续航"": ""22小时""}"
PHONE-030,三星 Galaxy S25 Ultra,手机,9699.0,523,2亿像素主摄，S Pen手写笔，AI功能全面升级，安卓机皇,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""6.9英寸Dynamic AMOLED"", ""存储"": ""12+256GB"", ""特色"": ""S Pen""}"
PC-001,MacBook Air M3 13英寸,电脑,8999.0,589,M3芯片，无风扇静音设计，18小时续航，轻薄办公首选,"{""处理器"": ""Apple M3"", ""内存"": ""8GB"", ""存储"": ""256GB SSD"", ""屏幕"": ""13.6英寸视网膜屏"", ""重量"": ""1.24kg""}"
PC-013,联想ThinkPad X1 Carbon 2025,电脑,15999.0,883,酷睿Ultra7 AI全互联本，碳纤维机身，旗舰商务本,"{""处理器"": ""酷睿Ultra 7 155H"", ""内存"": ""32GB"", ""存储"": ""1TB SSD"", ""屏幕"": ""14英寸2.2K"", ""重量"": ""1.12kg""}"
CLOTH-023,Levi's 501 经典牛仔裤,服装鞋帽,699.0,766,经典直筒501，水洗做旧，百搭常青款，男士必备牛仔裤,"{""颜色"": ""深蓝"", ""尺码"": ""32/32"", ""版型"": ""直筒"", ""材质"": ""牛仔布""}"
PHONE-028,iQOO 15,手机,3999.0,117,骁龙8至尊版，电竞级屏幕，120W闪充，游戏手机首选,"{""处理器"": ""骁龙8至尊版"", ""屏幕"": ""144Hz E7"", ""快充"": ""120W"", ""定位"": ""电竞旗舰""}"
DIGI-010,iKF Ultra 降噪耳机,数码,349.0,3,三四百元价位性价比之王，降噪音质续航全面优秀，学生首选,"{""颜色"": ""白色"", ""连接方式"": ""蓝牙5.3"", ""续航"": ""7小时"", ""特色"": ""高性价比""}"
CLOTH-020,骆驼纯棉短袖T恤 情侣款,服装鞋帽,199.0,278,2025夏新款，宽松复古运动休闲上衣，男女同款,"{""颜色"": ""白色"", ""尺码"": ""M/L/XL"", ""材质"": ""100%棉"", ""风格"": ""复古休闲""}"
FOOD-014,伊利安慕希希腊风味酸奶 原味,食品生鲜,59.9,77,希腊风味酸奶，浓稠好喝，高蛋白，早餐好伴侣,"{""规格"": ""205g×12盒"", ""口味"": ""原味"", ""蛋白质"": ""3.1g/100g"", ""保质期"": ""5个月""}"
CLOTH-013,鸭鸭男士轻薄羽绒服,服装鞋帽,198.0,721,连帽短款休闲宽松内胆外套，轻薄保暖，春秋外穿冬季内搭,"{""颜色"": ""黑色"", ""尺码"": ""XL"", ""含绒量"": ""85%鸭绒"", ""特色"": ""轻薄便携""}"
DIGI-005,Bose QuietComfort Ultra 耳塞,数码,2299.0,831,CustomTUNE智能降噪技术，沉浸式空间音频，降噪天花板,"{""颜色"": ""黑色"", ""连接方式"": ""蓝牙5.3"", ""续航"": ""6小时(ANC开启)"", ""特色"": ""空间音频""}"
PC-009,华为 MateBook X Pro,电脑,9999.0,44,3.1K原色全面屏，酷睿Ultra，旗舰轻薄本，商务精英首选,"{""处理器"": ""酷睿Ultra 7 155H"", ""内存"": ""32GB"", ""存储"": ""1TB SSD"", ""屏幕"": ""14.2英寸3.1K"", ""重量"": ""1.26kg""}"
HOME-005,戴森 Airwrap 多功能卷发棒,家用电器,3690.0,141,康达效应自动卷发，吹卷直三合一，不伤发烫发神器,"{""颜色"": ""镍铜色"", ""功率"": ""1300W"", ""配件"": ""6款风嘴"", ""特色"": ""康达效应""}"
CLOTH-027,北面 户外渔夫帽,服装鞋帽,259.0,25,UPF50+防晒，速干面料，户外钓鱼遮阳必备,"{""颜色"": ""卡其"", ""尺码"": ""M/L"", ""防晒指数"": ""UPF50+"", ""材质"": ""速干面料""}"
PC-029,荣耀MagicBook 14 锐龙版,电脑,3598.0,440,75Wh大电池，OS Turbo优化，超长续航轻薄本,"{""处理器"": ""R7-7840HS"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""14英寸2.1K"", ""电池"": ""75Wh""}"
PC-015,联想拯救者 Y7000P 2025,电脑,7499.0,878,酷睿i7处理器，RTX 5060显卡，165Hz高刷屏，游戏本标杆,"{""处理器"": ""i7-14700HX"", ""内存"": ""16GB"", ""存储"": ""1TB SSD"", ""显卡"": ""RTX 5060"", ""屏幕"": ""16英寸165Hz""}"
PC-028,REDMI Book 16 2025,电脑,3494.0,359,16英寸大屏，数字小键盘，办公学习两不误,"{""处理器"": ""i5-13420H"", ""内存"": ""16GB"", ""存储"": ""512GB SSD"", ""屏幕"": ""16英寸护眼屏"", ""特色"": ""数字小键盘""}"
HOME-026,海尔 抗菌舱浴霸,家用电器,849.0,214,风暖浴霸，抗菌箱体，多功能取暖换气照明一体,"{""功率"": ""2600W"", ""功能"": ""取暖/换气/照明"", ""特色"": ""抗菌箱体"", ""安装"": ""集成吊顶""}"
PHONE-029,三星 Galaxy Z Fold8,手机,14999.0,763,第三代骁龙8，折叠屏标杆，大屏生产力，商务旗舰,"{""处理器"": ""骁龙8 Gen3"", ""外屏"": ""6.2英寸"", ""内屏"": ""7.6英寸"", ""存储"": ""12+512GB""}"
DIGI-014,华为 WATCH GT 5,数码,1488.0,841,情绪健康助手，玄玑感知系统，运动涂鸦，超长续航智能手表,"{""表盘尺寸"": ""46mm"", ""续航"": ""14天"", ""特色"": ""情绪健康监测"", ""防水"": ""5ATM""}"
CLOTH-022,李宁运动卫衣 套头衫,服装鞋帽,299.0,147,国潮设计，加绒保暖，运动休闲百搭，秋冬必备,"{""颜色"": ""黑色"", ""尺码"": ""L"", ""材质"": ""棉混纺"", ""特色"": ""加绒""}"
CLOTH-010,New Balance 574 复古跑鞋,服装鞋帽,799.0,194,经典574系列，复古休闲慢跑鞋，百搭常青款,"{""颜色"": ""灰白"", ""尺码"": ""42"", ""系列"": ""574"", ""风格"": ""复古休闲""}"
FOOD-004,广东妃子笑荔枝 5斤装,食品生鲜,49.9,560,当季头茬好货，核小肉厚，香甜多汁，枝头鲜甜,"{""产地"": ""广东"", ""规格"": ""5斤装"", ""品种"": ""妃子笑"", ""特色"": ""核小肉厚""}"
FOOD-028,可口可乐 330ml×24罐 整箱,食品生鲜,59.9,347,经典口味，碳酸饮料，聚会烧烤必备，整箱更划算,"{""规格"": ""330ml×24罐"", ""口味"": ""原味"", ""品牌"": ""可口可乐"", ""类型"": ""碳酸饮料""}"
DIGI-030,大疆 Osmo Mobile 7 手机云台,数码,899.0,893,三轴稳定防抖，智能跟随，磁吸快拆，vlog拍摄神器,"{""轴数"": ""三轴"", ""特色"": ""智能跟随6.0"", ""续航"": ""15小时"", ""重量"": ""450g""}"
